CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,euro_income,age,years_employed,pay_danger
1,0,1,2,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,3,8775.0,37,8,0.0
1,0,1,2,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,3,8775.0,37,8,0.0
1,0,1,2,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,3,8775.0,37,8,0.0
1,0,1,2,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,3,8775.0,37,8,0.0
1,0,1,0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,2,8775.0,48,6,0.0
1,0,1,0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,2,8775.0,48,6,0.0
1,0,1,3,Working,Secondary / secondary special,Married,House / apartment,0,0,0,5,8775.0,32,9,0.0
1,0,1,3,Working,Secondary / secondary special,Married,House / apartment,0,0,0,5,8775.0,32,9,0.0
1,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,38,5,0.0
1,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,38,5,0.0
1,1,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,8775.0,44,5,0.0
1,1,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,8775.0,44,5,0.0
1,1,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,8775.0,44,5,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,8775.0,55,19,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,8775.0,51,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,8775.0,51,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,8775.0,51,0,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,50,3,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,50,3,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,50,3,0.0
1,0,0,2,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,4,8775.0,38,0,0.0
1,1,0,0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,40,5,0.0
1,0,0,0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,8775.0,42,0,0.0
1,0,0,0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,8775.0,42,0,0.0
1,0,0,0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,8775.0,42,0,0.0
1,0,0,0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,8775.0,42,0,0.0
1,0,0,0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,8775.0,42,0,0.0
1,0,0,0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,8775.0,42,0,0.0
0,1,1,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,8775.0,36,1,0.0
1,0,0,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,50,0,0.0
1,0,1,1,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,3,8775.0,38,9,0.0
1,0,1,1,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,2,8775.0,30,5,0.0
1,0,1,1,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,2,8775.0,30,5,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,64,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,64,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,64,0,0.0
1,1,1,2,Working,Secondary / secondary special,Married,House / apartment,0,1,0,4,8775.0,38,2,0.0
0,0,1,2,Working,Secondary / secondary special,Married,House / apartment,0,1,0,4,8775.0,41,6,0.0
0,0,0,0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,31,7,0.0
0,0,0,0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,31,7,0.0
0,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,54,4,0.0
1,0,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,8775.0,39,4,0.0
1,0,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,8775.0,39,4,0.0
1,0,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,8775.0,39,4,0.0
1,0,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,8775.0,39,4,0.0
1,0,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,8775.0,39,4,0.0
1,0,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,8775.0,39,4,0.0
1,0,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,8775.0,39,4,0.0
1,0,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,8775.0,39,4,0.0
1,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,8775.0,23,2,0.0
1,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,8775.0,23,2,0.0
1,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,62,0,0.0
0,0,0,0,Working,Higher education,Single / not married,With parents,1,1,0,1,8775.0,32,6,0.0
1,0,0,0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,49,31,0.0
1,0,0,0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,49,31,0.0
1,0,0,0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,49,31,0.0
1,0,0,0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,49,31,0.0
1,0,0,0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,49,31,0.0
1,0,0,0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,49,31,0.0
1,0,0,0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,49,31,0.0
1,0,0,0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,8775.0,61,0,0.0
1,0,0,0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,8775.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,55,0,0.0
1,0,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,4,8775.0,30,5,0.0
1,0,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,4,8775.0,30,5,0.0
1,1,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,8775.0,62,0,0.0
1,0,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,8775.0,53,7,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,51,2,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,45,13,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,8775.0,49,14,0.0
1,0,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,5,8775.0,45,1,0.0
1,0,1,3,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,5,8775.0,45,1,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,1,8775.0,62,0,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,27,5,0.0
0,1,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,62,0,0.0
1,0,0,2,State servant,Higher education,Married,House / apartment,1,1,0,4,8775.0,33,8,0.0
1,0,0,0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,8775.0,62,0,0.0
1,1,1,2,State servant,Higher education,Married,House / apartment,1,1,0,4,8775.0,32,10,0.0
1,1,1,2,State servant,Higher education,Married,House / apartment,1,1,0,4,8775.0,32,10,0.0
1,1,1,2,State servant,Higher education,Married,House / apartment,1,1,0,4,8775.0,32,10,0.0
1,1,1,2,Working,Higher education,Married,Municipal apartment,0,0,0,4,8775.0,33,8,0.0
1,1,1,2,Working,Higher education,Married,Municipal apartment,0,0,0,4,8775.0,33,8,0.0
1,0,0,0,Working,Secondary / secondary special,Married,With parents,1,1,0,2,8775.0,44,7,0.0
1,0,0,0,Working,Secondary / secondary special,Married,With parents,1,1,0,2,8775.0,44,7,0.0
1,0,0,0,Working,Secondary / secondary special,Married,With parents,1,1,0,2,8775.0,44,7,0.0
1,0,0,0,Working,Secondary / secondary special,Married,With parents,1,1,0,2,8775.0,44,7,0.0
1,0,0,0,State servant,Secondary / secondary special,Married,Municipal apartment,1,0,0,2,8775.0,46,8,0.0
1,0,0,0,State servant,Secondary / secondary special,Married,Municipal apartment,1,0,0,2,8775.0,46,8,0.0
1,0,0,0,State servant,Secondary / secondary special,Married,Municipal apartment,1,0,0,2,8775.0,46,8,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,1,8775.0,56,0,0.0
1,0,1,0,Working,Incomplete higher,Married,House / apartment,0,1,0,2,8775.0,29,5,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,8775.0,30,0,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,8775.0,30,0,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,8775.0,30,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,59,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,59,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,59,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,59,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,8775.0,59,0,0.0
1,1,1,1,Working,Secondary / secondary special,Married,With parents,0,0,0,3,8775.0,47,3,0.0
1,1,1,1,Working,Secondary / secondary special,Married,With parents,0,0,0,3,8775.0,47,3,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,55,0,0.0
0,0,1,2,Working,Secondary / secondary special,Married,House / apartment,1,1,0,4,8775.0,32,4,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,48,2,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,48,2,0.0
1,0,0,1,Working,Higher education,Single / not married,House / apartment,0,0,1,2,8775.0,24,0,0.0
1,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,8775.0,40,2,0.0
1,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,8775.0,40,2,0.0
1,1,0,1,State servant,Higher education,Married,House / apartment,1,0,0,3,8775.0,38,14,0.0
1,1,0,1,State servant,Higher education,Married,House / apartment,1,0,0,3,8775.0,38,14,0.0
1,0,0,0,Pensioner,Lower secondary,Married,House / apartment,0,1,0,2,8775.0,62,0,0.0
1,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,46,15,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,50,15,0.0
1,0,0,0,State servant,Secondary / secondary special,Married,Co-op apartment,0,0,0,2,8775.0,49,20,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,8775.0,57,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,8775.0,57,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,8775.0,57,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,8775.0,57,0,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,54,15,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,54,15,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,54,15,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,54,15,0.0
1,0,1,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,8775.0,33,1,0.0
1,0,0,0,Pensioner,Higher education,Widow,House / apartment,0,0,0,1,8775.0,65,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,1,8775.0,64,0,0.0
1,1,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,31,5,0.0
1,1,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,31,5,0.0
1,0,0,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,1,8775.0,40,1,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,8775.0,32,8,0.0
1,0,1,0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,1,8775.0,60,0,0.0
1,0,1,0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,1,8775.0,60,0,0.0
1,0,1,0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,1,8775.0,60,0,0.0
1,0,1,0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,1,8775.0,60,0,0.0
1,0,1,0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,1,8775.0,60,0,0.0
1,0,1,0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,1,8775.0,60,0,0.0
1,0,1,0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,1,8775.0,60,0,0.0
1,0,1,0,Pensioner,Lower secondary,Single / not married,House / apartment,0,0,0,1,8775.0,60,0,0.0
1,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,8775.0,30,5,0.0
1,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,8775.0,30,5,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,53,6,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,53,6,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,49,10,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,49,10,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,49,10,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,49,10,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,49,10,0.0
1,0,0,0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,8775.0,49,10,0.0
1,0,0,1,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3,8775.0,30,7,0.0
0,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,8775.0,54,29,0.0
0,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,8775.0,54,29,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,8775.0,57,0,0.0
0,1,0,0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,1,8775.0,24,1,0.0
0,1,0,0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,1,8775.0,24,1,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,8775.0,60,0,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,9018.36,43,0,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,9018.36,43,0,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,9018.36,43,0,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,9018.36,43,0,0.0
1,0,0,0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0,1,0,1,9067.5,60,0,0.0
1,0,0,1,Commercial associate,Higher education,Married,House / apartment,0,0,1,3,9360.0,38,5,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,54,0,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,54,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,9360.0,66,0,0.0
1,0,0,1,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,3,9360.0,40,9,0.0
1,1,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,9360.0,61,0,0.0
1,1,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,9360.0,61,0,0.0
1,1,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,9360.0,61,0,0.0
1,1,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,9360.0,61,0,0.0
1,1,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,9360.0,61,0,0.0
1,1,1,1,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,9360.0,46,3,0.0
1,1,1,1,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,9360.0,46,3,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,50,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,50,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,50,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,50,0,0.0
0,1,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,9360.0,59,1,0.0
0,1,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,9360.0,59,1,0.0
0,1,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,9360.0,59,1,0.0
1,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,9360.0,51,4,0.0
1,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,9360.0,51,4,0.0
1,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,9360.0,51,4,0.0
1,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,9360.0,51,4,0.0
1,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,9360.0,30,0,0.0
1,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,1,9360.0,30,0,0.0
1,1,1,2,Working,Higher education,Married,House / apartment,0,0,1,4,9360.0,28,5,0.0
1,1,1,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,9360.0,56,27,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,9360.0,57,0,0.0
1,0,1,2,Working,Secondary / secondary special,Married,House / apartment,1,1,0,4,9360.0,42,15,0.0
1,1,1,0,Working,Secondary / secondary special,Married,With parents,0,0,0,2,9360.0,33,0,0.0
1,1,1,0,Working,Secondary / secondary special,Married,With parents,0,0,0,2,9360.0,33,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,60,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,60,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,60,0,0.0
1,0,1,1,Working,Secondary / secondary special,Civil marriage,Municipal apartment,1,0,0,3,9360.0,54,6,0.0
1,0,0,0,Working,Higher education,Married,House / apartment,0,0,0,2,9360.0,26,3,0.0
1,0,1,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,9360.0,38,6,0.0
1,0,0,0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1,0,1,9360.0,63,0,0.0
1,0,0,0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1,0,1,9360.0,63,0,0.0
1,0,0,0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1,0,1,9360.0,63,0,0.0
1,0,0,0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,2,9360.0,25,3,0.0
1,0,0,0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,2,9360.0,25,3,0.0
1,1,0,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,9360.0,41,0,0.0
1,1,0,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,9360.0,41,0,0.0
1,1,0,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,9360.0,41,0,0.0
1,1,0,0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,9360.0,41,0,0.0
1,0,0,2,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,4,9360.0,34,6,0.0
1,1,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,65,0,0.0
1,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,61,0,0.0
1,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,60,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,60,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9360.0,60,0,0.0
0,0,1,0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,2,9477.0,64,0,0.0
0,0,1,0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,2,9477.0,64,0,0.0
1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,9535.5,39,19,0.0
1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,9535.5,39,19,0.0
1,0,0,2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,9535.5,39,19,0.0
1,0,0,0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,2,9652.5,54,8,0.0
1,0,0,0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,2,9652.5,54,8,0.0
1,0,0,0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,2,9652.5,54,8,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9711.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9711.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9711.0,61,0,0.0
1,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,64,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,9945.0,55,0,0.0
1,1,1,0,Working,Higher education,Married,House / apartment,0,0,0,2,9945.0,48,11,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,9945.0,60,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,9945.0,66,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,9945.0,66,0,0.0
1,0,0,0,State servant,Secondary / secondary special,Single / not married,With parents,1,0,0,1,9945.0,23,1,0.0
1,0,0,0,State servant,Secondary / secondary special,Single / not married,With parents,1,0,0,1,9945.0,23,1,0.0
1,0,0,0,State servant,Secondary / secondary special,Single / not married,With parents,1,0,0,1,9945.0,23,1,0.0
0,0,1,0,Working,Higher education,Married,House / apartment,1,1,0,2,9945.0,54,6,0.0
0,0,1,0,Working,Higher education,Married,House / apartment,1,1,0,2,9945.0,54,6,0.0
0,0,1,0,Working,Higher education,Married,House / apartment,1,1,0,2,9945.0,54,6,0.0
1,1,1,0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,2,9945.0,53,8,0.0
1,1,1,0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,2,9945.0,53,8,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,9945.0,49,30,0.0
1,0,1,0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,9945.0,49,30,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,61,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,61,0,0.0
0,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,47,0,0.0
0,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,47,0,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,9945.0,43,24,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,9945.0,43,24,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,9945.0,43,24,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,9945.0,43,24,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,9945.0,43,24,0.0
1,0,1,1,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,9945.0,43,24,0.0
0,1,0,0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,28,3,0.0
1,1,1,1,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3,9945.0,32,12,0.0
1,1,1,1,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3,9945.0,32,12,0.0
1,1,1,1,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3,9945.0,32,12,0.0
1,0,1,0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2,9945.0,51,18,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,9945.0,55,0,0.0
1,0,1,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,2,9945.0,55,0,0.0
